sr_no,HostTimestamp,NodeTimestamp,X_mg,Y_mg,Z_mg,X_mGa,Y_mGa,Z_mGa,X_dps,Y (dps),Z_dps,move_type
14,2083831,272278.0,-175.0,-985.0,-21.0,289.0,-177.0,-270.0,7.4,0.0,-1.1,D
75,795028,104472.0,109.0,-258.0,979.0,-70.0,-465.0,-61.0,0.2,-2.3,1.6,L
14,546081,124830.0,-80.0,-190.0,1024.0,-235.0,-409.0,-142.0,13.7,-0.2,7.7,U
25,209819,34524.0,198.0,-713.0,191.0,264.0,-112.0,-226.0,95.4,22.6,12.0,S
8,2401108,311940.0,-33.0,6.0,1011.0,-433.0,-444.0,-472.0,-2.1,0.1,0.4,D
41,1782846,227966.0,239.0,-194.0,944.0,-363.0,-432.0,-49.0,-1.3,1.8,2.6,R
36,614182,133342.0,-181.0,-9.0,934.0,-307.0,-388.0,-147.0,5.3,1.1,7.5,U
49,645594,85786.0,334.0,-156.0,950.0,7.0,-450.0,22.0,4.9,-1.1,-1.6,L
49,194261,25236.0,20.0,-182.0,980.0,-220.0,-447.0,-93.0,-2.3,1.0,0.4,D
48,304220,94592.0,293.0,169.0,1122.0,-351.0,-444.0,-72.0,-12.8,2.5,20.1,R
46,313287,47461.0,-389.0,-1102.0,300.0,207.0,-181.0,-375.0,-43.1,-0.3,10.0,S
26,51810,14774.0,-509.0,-1187.0,451.0,189.0,-207.0,-403.0,-32.6,-54.2,28.6,S
33,530483,86040.0,-62.0,72.0,1035.0,138.0,-130.0,-52.0,14.8,4.8,1.2,W
22,640732,136661.0,-111.0,-108.0,962.0,-319.0,-373.0,-142.0,-7.7,-7.2,1.6,U
38,524633,70671.0,138.0,-53.0,1066.0,-96.0,-474.0,-58.0,-2.1,7.9,-6.1,L
30,69147,20415.0,6.0,-981.0,62.0,246.0,-160.0,-274.0,-5.1,-4.4,8.3,R
27,353293,54566.0,-23.0,16.0,1005.0,-291.0,-438.0,-87.0,-1.7,-1.8,1.8,D
27,1845730,235828.0,121.0,-65.0,1012.0,-150.0,-478.0,-55.0,-2.3,5.3,-1.6,R
80,188840,43331.0,-85.0,340.0,955.0,54.0,-103.0,-126.0,1.0,3.3,2.3,W
58,317603,59428.0,-42.0,216.0,995.0,96.0,-112.0,-84.0,0.2,4.7,2.4,W
8,927536,172517.0,261.0,-67.0,1061.0,-282.0,-442.0,-73.0,8.1,0.1,4.9,U
21,2270910,295665.0,-49.0,-1026.0,261.0,196.0,-219.0,-399.0,42.5,-21.2,7.2,D
12,1561091,206928.0,-52.0,-660.0,-326.0,322.0,-222.0,-109.0,-51.1,11.8,-13.1,U
28,1782186,227885.0,259.0,-150.0,978.0,-366.0,-439.0,-43.0,-1.0,2.1,1.0,R
10,1021783,139509.0,-139.0,-1012.0,66.0,253.0,-195.0,-258.0,1.8,-10.7,1.3,L
46,2142661,279634.0,-10.0,-994.0,-26.0,303.0,-222.0,-274.0,-1.0,-0.5,1.7,D
9,116906,26384.0,86.0,-1070.0,252.0,279.0,-267.0,-267.0,-15.2,49.1,-13.1,R
1,432254,54986.0,14.0,-134.0,1023.0,-229.0,-457.0,-75.0,-3.0,4.2,7.7,D
44,489529,117761.0,-10.0,-61.0,1011.0,-232.0,-465.0,-58.0,19.4,-34.7,3.9,U
31,303379,94486.0,126.0,-42.0,1010.0,-366.0,-430.0,-75.0,-0.8,-2.9,2.0,R
11,2140921,279415.0,-101.0,-1004.0,-78.0,330.0,-199.0,-259.0,3.9,-3.2,4.4,D
41,889514,122971.0,26.0,-970.0,112.0,264.0,-250.0,-325.0,-3.0,-4.1,6.4,L
52,645722,85799.0,330.0,-139.0,946.0,0.0,-451.0,21.0,1.1,0.3,-2.8,L
59,561262,89890.0,-69.0,182.0,1033.0,111.0,-64.0,-75.0,0.6,5.1,4.5,W
26,1132340,198123.0,82.0,-144.0,999.0,-256.0,-454.0,-76.0,-2.5,2.8,0.0,U
27,376702,66815.0,-101.0,-131.0,665.0,178.0,-129.0,13.0,65.3,-19.3,11.6,W
75,2243910,292290.0,41.0,-1023.0,28.0,267.0,-234.0,-325.0,-0.4,2.9,-2.7,D
49,628155,88922.0,55.0,-110.0,1003.0,-226.0,-456.0,-75.0,1.3,1.0,0.2,D
29,117897,26509.0,65.0,-990.0,37.0,291.0,-252.0,-226.0,13.3,-3.7,-4.2,R
8,232498,37361.0,-461.0,-1444.0,122.0,223.0,-160.0,-330.0,-27.1,-60.6,57.4,S
38,234008,37549.0,-214.0,-874.0,141.0,226.0,-201.0,-366.0,-13.7,-4.2,3.0,S
27,395954,50448.0,78.0,-217.0,966.0,-247.0,-462.0,-75.0,1.9,9.0,12.6,D
40,316702,59315.0,-7.0,213.0,976.0,88.0,-108.0,-90.0,5.2,7.9,12.7,W
99,436731,74321.0,11.0,19.0,1361.0,165.0,-198.0,-18.0,17.2,-13.0,-13.8,W
35,185026,79686.0,173.0,-42.0,1001.0,-444.0,-396.0,-42.0,-9.3,-4.9,5.7,R
24,99580,13398.0,11.0,-151.0,1009.0,-229.0,-441.0,-102.0,1.8,0.9,2.3,D
17,426802,73078.0,4.0,92.0,1019.0,133.0,-148.0,-57.0,5.9,7.4,4.6,W
25,1506187,193378.0,191.0,-185.0,973.0,-219.0,-462.0,-51.0,3.4,-2.2,2.2,L
27,179125,34165.0,9.0,-997.0,77.0,259.0,-216.0,-280.0,-0.6,17.2,4.2,R
55,645866,85824.0,322.0,-152.0,960.0,4.0,-447.0,15.0,-1.9,1.6,2.4,L
22,1561601,206990.0,69.0,-909.0,-356.0,337.0,-247.0,-99.0,0.9,-0.2,-0.1,U
41,316585,51346.0,-65.0,-1001.0,83.0,253.0,-189.0,-255.0,-3.9,15.9,8.6,R
59,187790,43200.0,-78.0,303.0,951.0,66.0,-102.0,-124.0,0.4,-0.3,1.0,W
33,627346,88822.0,75.0,-80.0,1011.0,-228.0,-463.0,-70.0,-3.2,2.3,3.8,D
8,178196,34046.0,-73.0,-1005.0,114.0,267.0,-223.0,-316.0,3.5,-0.4,-4.4,R
9,210102,36666.0,-48.0,-161.0,984.0,-235.0,-436.0,-115.0,-3.0,1.4,6.0,D
6,237385,41446.0,-98.0,-985.0,110.0,252.0,-222.0,-328.0,-3.0,14.7,-4.3,R
65,381627,56005.0,-39.0,-804.0,185.0,181.0,-210.0,-405.0,93.9,-24.7,-12.0,S
10,640131,136586.0,-192.0,-190.0,1081.0,-331.0,-382.0,-153.0,-2.1,-0.2,11.0,U
11,215180,46625.0,-62.0,-309.0,1054.0,196.0,-141.0,-9.0,-48.2,3.8,7.0,W
51,108799,33325.0,-35.0,485.0,890.0,15.0,-87.0,-160.0,1.3,0.7,3.9,W
63,1997851,261528.0,-28.0,-1001.0,-26.0,279.0,-220.0,-294.0,-1.7,1.4,0.6,D
40,1809617,231310.0,255.0,-141.0,978.0,-370.0,-441.0,-39.0,1.3,0.6,4.1,R
80,218629,47056.0,-106.0,99.0,1019.0,132.0,-76.0,-66.0,1.4,-0.2,2.2,W
49,793707,104310.0,111.0,-241.0,988.0,-67.0,-457.0,-63.0,1.0,-0.3,3.1,L
46,1809876,231341.0,241.0,-149.0,983.0,-364.0,-432.0,-40.0,-1.4,1.5,4.2,R
27,2444098,317315.0,82.0,-1029.0,75.0,298.0,-258.0,-301.0,6.1,-0.7,-8.6,D
30,1366141,175872.0,9.0,56.0,1034.0,-579.0,-180.0,-85.0,0.2,-2.1,0.8,L
48,94829,20149.0,0.0,-972.0,287.0,199.0,-220.0,-373.0,-2.3,-6.2,-0.3,S
45,402199,106842.0,104.0,-92.0,991.0,-417.0,-391.0,-79.0,-6.2,3.4,0.9,R
8,2083531,272240.0,-132.0,-987.0,-83.0,307.0,-198.0,-253.0,-4.0,-3.6,-0.7,D
63,898260,117378.0,200.0,-107.0,950.0,-148.0,-453.0,-64.0,0.0,-13.2,9.5,L
55,403826,58780.0,27.0,-944.0,226.0,207.0,-204.0,-391.0,10.7,9.1,-7.0,S
22,401060,106698.0,176.0,-7.0,1020.0,-414.0,-403.0,-63.0,0.9,0.0,1.2,R
13,185511,42912.0,-105.0,-25.0,371.0,181.0,-144.0,-15.0,58.5,7.4,38.9,W
26,530123,85996.0,-190.0,-37.0,692.0,169.0,-115.0,18.0,82.7,-20.3,7.9,W
36,74430,17599.0,-38.0,-984.0,219.0,229.0,-207.0,-357.0,-3.1,-11.8,4.9,S
43,1323961,170597.0,103.0,71.0,1011.0,-579.0,-190.0,-132.0,0.0,-0.4,0.9,L
62,794368,104391.0,129.0,-252.0,952.0,-69.0,-460.0,-54.0,-0.5,1.1,1.9,L
4,2140561,279371.0,-106.0,-985.0,-76.0,337.0,-204.0,-220.0,-2.2,-2.2,0.0,D
43,861747,112816.0,175.0,-274.0,972.0,75.0,-411.0,-6.0,2.1,0.9,2.5,L
51,591624,79046.0,204.0,-127.0,983.0,-39.0,-454.0,-55.0,-0.3,1.4,1.2,L
30,947713,130246.0,-97.0,-1004.0,52.0,273.0,-333.0,-324.0,-1.2,-6.7,0.7,L
25,1507990,200284.0,-30.0,-995.0,-107.0,304.0,-214.0,-223.0,-17.8,5.5,7.4,U
70,1595230,211196.0,-1.0,-971.0,-208.0,325.0,-199.0,-166.0,3.0,1.2,-0.3,U
16,315325,51190.0,-5.0,-980.0,64.0,267.0,-192.0,-273.0,-4.6,12.3,-5.4,R
1,2338888,304165.0,-61.0,-976.0,-75.0,324.0,-193.0,-253.0,-3.1,-6.3,-0.9,D
13,22196,3723.0,6.0,-139.0,1029.0,-247.0,-451.0,-106.0,-5.3,7.0,7.8,D
19,2241120,291940.0,-4.0,-959.0,-57.0,310.0,-213.0,-252.0,-6.3,2.6,-2.8,D
73,863247,113003.0,183.0,-241.0,965.0,67.0,-400.0,-9.0,0.4,0.6,2.6,L
5,1277232,171440.0,242.0,-937.0,-34.0,268.0,-189.0,-240.0,1.5,-18.3,-5.1,L
24,626866,88766.0,78.0,-66.0,1005.0,-231.0,-457.0,-69.0,-4.1,1.1,1.6,D
14,1445651,192496.0,-89.0,-1005.0,154.0,249.0,-202.0,-280.0,-23.5,13.5,5.3,U
27,1446311,192578.0,-6.0,-849.0,-240.0,318.0,-220.0,-126.0,-23.2,-1.3,-2.3,U
34,1715497,219547.0,337.0,-197.0,971.0,-352.0,-450.0,-28.0,-1.7,1.2,2.4,R
2,545481,124755.0,-45.0,-272.0,336.0,-210.0,-438.0,-118.0,-29.8,25.9,-6.1,U
40,401989,106811.0,112.0,-48.0,1011.0,-423.0,-399.0,-73.0,1.1,0.7,-0.1,R
19,768591,107853.0,-95.0,-982.0,-3.0,262.0,-193.0,-261.0,-4.8,-7.5,-0.4,L
9,983804,134759.0,-360.0,-964.0,177.0,234.0,-220.0,-330.0,-4.7,-50.2,-20.8,L
40,403077,58686.0,-129.0,-1024.0,461.0,127.0,-174.0,-417.0,4.1,-37.6,16.5,S
56,1024118,139796.0,-14.0,-1012.0,9.0,286.0,-277.0,-318.0,-4.6,-12.8,3.2,L
40,353954,54647.0,-39.0,11.0,1034.0,-286.0,-439.0,-84.0,1.1,0.2,2.2,D
38,1167522,157728.0,-83.0,-1014.0,93.0,283.0,-211.0,-312.0,0.0,-0.8,3.2,L
39,524694,70677.0,138.0,-53.0,1066.0,-105.0,-466.0,-54.0,-0.4,2.1,-7.5,L
71,347000,63103.0,-162.0,276.0,951.0,72.0,-73.0,-106.0,1.8,0.0,1.4,W
32,947803,130259.0,-70.0,-996.0,62.0,277.0,-337.0,-325.0,-1.8,-2.1,-1.3,L
35,928923,172686.0,0.0,-28.0,978.0,-294.0,-433.0,-90.0,0.3,1.2,2.9,U
78,1139893,154271.0,-10.0,-993.0,87.0,264.0,-256.0,-354.0,-3.5,2.5,0.2,L
59,428902,73340.0,27.0,93.0,1012.0,130.0,-138.0,-67.0,-0.9,0.4,3.0,W
15,1631141,215684.0,-36.0,-907.0,-170.0,310.0,-201.0,-187.0,-18.9,-1.2,-2.1,U
13,1046772,187423.0,-72.0,-149.0,957.0,-216.0,-421.0,-129.0,16.0,-19.6,18.7,U
67,592435,79146.0,264.0,-166.0,992.0,-48.0,-471.0,-45.0,3.9,-9.3,-7.4,L
16,236451,49281.0,-25.0,-104.0,1371.0,175.0,-165.0,-28.0,-45.5,0.7,0.9,W
41,1083860,192061.0,-17.0,-122.0,883.0,-259.0,-445.0,-90.0,-2.9,6.0,13.7,U
1,449876,64536.0,41.0,-904.0,10.0,235.0,-201.0,-328.0,18.2,-27.3,-1.1,S
11,450386,64599.0,-288.0,-1230.0,293.0,207.0,-202.0,-382.0,-31.2,3.8,10.0,S
33,2172660,283384.0,91.0,-1043.0,118.0,267.0,-237.0,-342.0,2.5,3.0,-5.9,D
6,278329,91355.0,94.0,66.0,1052.0,-388.0,-420.0,-76.0,-3.4,-0.9,-5.5,R
64,532014,86234.0,-58.0,30.0,1029.0,141.0,-130.0,-34.0,0.9,-0.8,0.9,W
32,179395,34196.0,-9.0,-1000.0,55.0,264.0,-207.0,-285.0,-4.4,-9.5,3.6,R
9,20506,12960.0,145.0,-96.0,843.0,-264.0,-466.0,-70.0,-0.8,-8.5,5.1,U
2,177896,34009.0,-60.0,-1005.0,109.0,261.0,-234.0,-316.0,2.0,6.0,3.2,R
26,1204783,162384.0,20.0,-909.0,122.0,265.0,-181.0,-280.0,24.4,-37.9,-13.0,L
23,2112631,275878.0,3.0,-1008.0,-29.0,282.0,-247.0,-300.0,-13.3,-1.1,-1.1,D
37,451676,64761.0,-2.0,-1098.0,494.0,174.0,-138.0,-352.0,47.3,-30.3,1.4,S
27,51870,14780.0,-490.0,-1121.0,426.0,196.0,-213.0,-391.0,-48.5,-33.1,18.6,S
53,793918,104335.0,114.0,-245.0,1004.0,-64.0,-457.0,-61.0,2.0,-1.7,2.1,L
49,1467722,188572.0,-48.0,93.0,1003.0,-553.0,-235.0,-87.0,-0.5,-0.3,1.4,L
31,451377,64724.0,147.0,-952.0,58.0,276.0,-136.0,-226.0,54.2,-0.9,0.0,S
68,526133,70859.0,153.0,-39.0,979.0,-112.0,-474.0,-75.0,-2.0,0.0,0.5,L
17,2083981,272296.0,-139.0,-978.0,-57.0,271.0,-201.0,-297.0,6.7,-6.8,-19.6,D
32,107870,33206.0,-8.0,483.0,891.0,13.0,-82.0,-162.0,-1.2,1.3,2.3,W
30,530333,86021.0,-168.0,19.0,1279.0,135.0,-120.0,-37.0,16.1,-7.0,2.3,W
29,653812,138298.0,23.0,-173.0,939.0,-300.0,-417.0,-115.0,-2.2,-19.4,-0.2,U
8,19381,10718.0,-658.0,-1202.0,277.0,228.0,-172.0,-352.0,-35.5,-2.3,9.0,S
23,1616405,207160.0,314.0,-73.0,957.0,-418.0,-421.0,-40.0,2.1,1.0,0.7,L
50,628175,88928.0,56.0,-105.0,1006.0,-226.0,-456.0,-75.0,0.4,1.2,-0.3,D
40,108260,33256.0,-34.0,475.0,871.0,22.0,-91.0,-154.0,-0.7,0.6,-0.4,W
3,349074,55409.0,-203.0,-1026.0,87.0,273.0,-223.0,-295.0,-2.8,-23.8,-9.3,R
52,591684,79052.0,160.0,-102.0,1023.0,-48.0,-466.0,-51.0,2.7,-1.4,2.6,L
82,2144460,279859.0,-7.0,-1027.0,116.0,255.0,-219.0,-348.0,0.8,-0.5,3.2,D
5,895347,117016.0,167.0,-53.0,953.0,-273.0,-457.0,-61.0,13.6,-16.3,38.6,L
118,437694,74440.0,-196.0,46.0,1245.0,133.0,-126.0,-48.0,21.2,1.4,8.8,W
18,352887,54510.0,-57.0,21.0,1030.0,-286.0,-435.0,-97.0,-0.9,-0.2,0.1,D
13,1780023,234296.0,20.0,-958.0,-90.0,280.0,-204.0,-253.0,-7.0,7.9,-22.1,U
32,79546,20341.0,7.0,-207.0,968.0,-259.0,-421.0,-124.0,-5.0,-2.7,3.6,U
11,19530,10736.0,-658.0,-944.0,153.0,271.0,-150.0,-291.0,-46.4,44.2,16.7,S
22,1132160,198098.0,119.0,-151.0,1023.0,-270.0,-448.0,-72.0,3.0,0.8,1.3,U
1,311037,47180.0,-96.0,-999.0,60.0,255.0,-166.0,-301.0,2.1,-7.2,0.4,S
24,1863962,244790.0,-96.0,-964.0,-199.0,315.0,-204.0,-195.0,-29.9,7.4,1.1,U
35,1205232,162440.0,17.0,-965.0,83.0,273.0,-226.0,-327.0,-5.2,-0.2,-1.0,L
41,108320,33262.0,-25.0,483.0,888.0,9.0,-91.0,-163.0,1.4,-1.7,-0.5,W
8,1405925,180835.0,292.0,3.0,861.0,-591.0,-180.0,-54.0,23.4,-0.9,37.7,L
42,1781464,234478.0,-24.0,-966.0,-177.0,339.0,-210.0,-156.0,-4.6,5.6,-3.0,U
15,1109599,195280.0,81.0,-120.0,934.0,-273.0,-454.0,-79.0,17.8,-10.5,-2.9,U
24,1406642,180935.0,215.0,140.0,991.0,-585.0,-223.0,-46.0,2.4,1.4,3.2,L
46,654682,138405.0,-61.0,-244.0,911.0,-298.0,-405.0,-135.0,1.9,-1.6,7.4,U
38,987081,179961.0,-18.0,-101.0,993.0,-261.0,-427.0,-115.0,4.9,-5.0,8.6,U
21,51570,14743.0,267.0,-1186.0,339.0,201.0,-166.0,-352.0,18.9,-70.9,21.7,S
23,1535555,203734.0,-115.0,-811.0,-290.0,322.0,-193.0,-100.0,-7.2,0.0,-18.6,U
12,1639758,210066.0,381.0,-107.0,933.0,-412.0,-415.0,-24.0,10.6,-2.9,1.9,L
22,2241270,291959.0,-96.0,-997.0,-113.0,313.0,-213.0,-255.0,-6.2,-3.5,5.0,D
11,378927,55668.0,-439.0,-1243.0,174.0,205.0,-163.0,-364.0,-29.5,-24.2,8.9,S
29,488542,72846.0,196.0,-1013.0,254.0,250.0,-222.0,-282.0,1.4,-3.0,8.0,R
10,2401198,311953.0,-32.0,6.0,1005.0,-430.0,-447.0,-474.0,-2.1,0.2,0.4,D
38,158021,30153.0,-125.0,-88.0,1003.0,-267.0,-420.0,-109.0,-3.0,-1.7,1.6,D
4,19170,10693.0,200.0,-1185.0,86.0,226.0,-169.0,-342.0,11.7,-67.4,28.0,S
61,186287,79848.0,128.0,-44.0,1008.0,-423.0,-385.0,-64.0,-4.6,0.4,6.0,R
47,396944,50573.0,52.0,-132.0,1007.0,-243.0,-453.0,-64.0,-5.8,-3.5,-2.5,D
33,559973,89728.0,19.0,175.0,1183.0,123.0,-99.0,-58.0,44.8,-6.6,7.5,W
57,525599,70790.0,150.0,-20.0,1018.0,-105.0,-469.0,-69.0,2.3,-0.7,2.8,L
25,1863992,244796.0,12.0,-933.0,-185.0,315.0,-207.0,-180.0,-16.5,-2.1,-8.0,U
31,1631921,215784.0,-93.0,-894.0,-453.0,342.0,-210.0,-42.0,7.7,-10.1,9.5,U
45,331219,97967.0,95.0,-84.0,986.0,-358.0,-436.0,-79.0,-1.0,1.5,2.3,R
24,107449,33156.0,25.0,447.0,853.0,16.0,-88.0,-159.0,4.2,-3.7,6.5,W
32,1715482,219535.0,329.0,-210.0,946.0,-352.0,-451.0,-33.0,-0.8,-0.6,2.8,R
20,529823,85959.0,-132.0,-586.0,536.0,213.0,-157.0,105.0,-17.7,17.9,33.6,W
20,768620,107859.0,-35.0,-978.0,35.0,270.0,-198.0,-268.0,-3.7,-6.8,1.0,L
24,655546,92353.0,11.0,-226.0,997.0,-202.0,-457.0,-88.0,-2.1,-0.1,1.9,D
75,188601,43300.0,-61.0,325.0,953.0,67.0,-106.0,-132.0,-0.6,0.5,1.8,W
12,210252,36685.0,-58.0,-147.0,1027.0,-237.0,-436.0,-111.0,3.9,-1.6,0.3,D
18,577431,128748.0,-115.0,-269.0,952.0,-208.0,-402.0,-162.0,6.7,-0.8,4.4,U
22,1781917,227847.0,272.0,-176.0,942.0,-367.0,-439.0,-46.0,0.4,0.2,3.8,R
14,395352,50367.0,94.0,-232.0,1014.0,-244.0,-460.0,-67.0,0.7,4.2,2.3,D
7,430586,62124.0,-120.0,-1129.0,247.0,195.0,-193.0,-385.0,5.1,-19.1,46.2,S
24,2172210,283328.0,-41.0,-976.0,-76.0,294.0,-229.0,-304.0,24.4,-4.2,-16.3,D
64,1594930,211159.0,-32.0,-1011.0,-173.0,330.0,-214.0,-159.0,2.7,1.3,0.3,U
61,452876,64911.0,-54.0,-1009.0,256.0,201.0,-232.0,-388.0,3.1,6.9,-2.6,S
40,1239732,166753.0,-51.0,-989.0,163.0,246.0,-216.0,-340.0,-3.6,12.1,12.9,L
26,1561792,207015.0,34.0,-926.0,-350.0,330.0,-247.0,-96.0,-6.4,4.1,1.1,U
28,2340239,304334.0,-102.0,-1020.0,12.0,298.0,-219.0,-285.0,-5.7,4.9,6.6,D
6,50820,14649.0,-593.0,-1406.0,442.0,190.0,-193.0,-397.0,-34.0,-45.2,61.9,S
52,346040,62984.0,-51.0,273.0,952.0,72.0,-85.0,-105.0,1.6,2.8,1.6,W
42,186950,43093.0,-80.0,239.0,893.0,76.0,-99.0,-115.0,6.6,-7.0,10.2,W
60,466764,63434.0,161.0,-13.0,1003.0,-81.0,-460.0,-79.0,-2.3,0.5,2.6,L
65,2342099,304565.0,-40.0,-1038.0,61.0,274.0,-220.0,-322.0,2.5,0.2,-1.5,D
27,344811,62828.0,-50.0,383.0,1080.0,94.0,-90.0,-75.0,62.5,-10.4,9.4,W
24,443123,67165.0,-36.0,-1011.0,157.0,246.0,-234.0,-315.0,9.1,-3.2,11.6,R
63,452966,64924.0,-64.0,-1001.0,269.0,189.0,-223.0,-394.0,24.1,12.7,-16.4,S
24,644306,85630.0,321.0,-298.0,916.0,13.0,-453.0,25.0,-35.1,19.4,12.0,L
20,2474937,321171.0,52.0,-979.0,73.0,252.0,-237.0,-387.0,11.4,-7.7,-2.0,D
6,2240460,291859.0,-56.0,-1002.0,-93.0,328.0,-187.0,-228.0,-2.1,0.4,6.9,D
11,183767,79536.0,-333.0,-798.0,1176.0,-271.0,-463.0,-61.0,-25.3,-48.4,-81.7,R
38,889365,122953.0,-18.0,-982.0,124.0,258.0,-246.0,-324.0,0.1,-10.8,4.0,L
35,654112,138336.0,0.0,-188.0,995.0,-295.0,-421.0,-115.0,-7.9,14.4,-0.8,U
15,151638,75517.0,139.0,-47.0,1025.0,-388.0,-417.0,-78.0,1.1,0.3,-2.3,R
46,1594030,211046.0,-4.0,-1000.0,-143.0,330.0,-213.0,-175.0,-2.4,7.1,3.7,U
3,450026,64549.0,71.0,-942.0,59.0,213.0,-195.0,-357.0,35.4,-15.2,20.0,S
50,80446,20453.0,-110.0,-187.0,933.0,-241.0,-409.0,-144.0,5.0,2.8,6.0,U
10,20535,12966.0,66.0,-95.0,958.0,-274.0,-459.0,-72.0,7.2,-4.8,4.9,U
55,109010,33350.0,-21.0,460.0,874.0,12.0,-91.0,-169.0,0.2,-2.4,2.8,W
20,276115,46290.0,239.0,-977.0,-18.0,285.0,-304.0,-250.0,-0.2,3.0,4.2,R
35,2340599,304378.0,-26.0,-982.0,-2.0,289.0,-234.0,-304.0,6.8,-7.1,-6.1,D
31,396133,50473.0,85.0,-175.0,1022.0,-241.0,-447.0,-70.0,16.4,2.0,1.0,D
111,120439,34781.0,-62.0,360.0,916.0,40.0,-129.0,-159.0,3.8,-3.6,3.9,W
3,20206,12922.0,78.0,-61.0,1058.0,-253.0,-453.0,-75.0,3.1,-5.5,-8.9,U
63,188001,43225.0,-59.0,320.0,953.0,69.0,-103.0,-129.0,4.8,1.4,-1.4,W
47,210898,34661.0,-33.0,-959.0,12.0,256.0,-153.0,-265.0,1.6,14.2,-1.0,S
77,2243999,292303.0,1.0,-1013.0,54.0,261.0,-225.0,-328.0,-1.1,0.8,4.0,D
9,432645,55036.0,31.0,-107.0,989.0,-241.0,-456.0,-70.0,-7.9,0.2,6.3,D
11,1310922,175653.0,-424.0,-1090.0,197.0,252.0,-213.0,-333.0,27.7,-52.8,-8.4,L
6,1904169,249815.0,-1.0,-1108.0,-4.0,256.0,-216.0,-315.0,12.6,3.5,2.8,U
19,2513247,325959.0,-41.0,-1046.0,121.0,250.0,-270.0,-378.0,-16.3,-3.9,-1.8,D
49,313437,47480.0,-124.0,-861.0,169.0,234.0,-169.0,-324.0,-28.1,29.8,-1.1,S
14,278719,91405.0,74.0,-97.0,980.0,-381.0,-418.0,-79.0,1.0,2.2,2.8,R
14,233832,30180.0,-67.0,-116.0,986.0,-192.0,-450.0,-90.0,1.2,-5.1,-1.6,D
75,318441,59534.0,-87.0,191.0,987.0,97.0,-102.0,-81.0,-2.4,5.2,0.2,W
42,1858716,237453.0,222.0,-15.0,1008.0,-340.0,-457.0,-25.0,-9.4,-8.0,-19.9,R
11,605453,87459.0,-63.0,-996.0,32.0,265.0,-180.0,-279.0,13.3,6.6,-1.4,R
22,928224,172605.0,83.0,-73.0,1016.0,-286.0,-435.0,-90.0,7.8,4.9,2.5,U
12,1808136,231128.0,312.0,-29.0,999.0,-393.0,-432.0,-21.0,2.3,2.9,1.6,R
28,99790,13423.0,-5.0,-146.0,985.0,-231.0,-447.0,-102.0,-3.7,-0.8,4.9,D
73,239301,49637.0,-7.0,144.0,1015.0,130.0,-79.0,-76.0,1.5,0.9,2.8,W
26,768920,107896.0,-85.0,-1009.0,40.0,274.0,-201.0,-270.0,-13.5,2.3,-3.8,L
92,864209,113122.0,196.0,-251.0,952.0,54.0,-414.0,-4.0,-2.6,-1.6,-2.1,L
6,625966,88653.0,101.0,-40.0,1126.0,-241.0,-451.0,-73.0,-1.0,-4.5,4.2,D
42,591177,78990.0,214.0,-129.0,973.0,-37.0,-460.0,-54.0,-0.3,2.8,-2.7,L
16,268751,34548.0,76.0,-180.0,998.0,-235.0,-457.0,-78.0,-3.0,0.7,3.5,D
20,1505912,193347.0,240.0,-222.0,946.0,-208.0,-469.0,-36.0,-0.7,4.0,1.3,L
47,1997041,261428.0,-26.0,-1029.0,-70.0,277.0,-223.0,-295.0,-11.7,0.2,10.4,D
17,1466211,188372.0,-58.0,101.0,1004.0,-552.0,-244.0,-87.0,2.0,-1.9,0.2,L
35,644846,85699.0,334.0,-212.0,926.0,9.0,-445.0,31.0,3.5,9.1,-2.7,L
18,442823,67128.0,-66.0,-1000.0,130.0,250.0,-195.0,-297.0,-1.4,-4.9,1.4,R
47,54282,63348.0,131.0,-55.0,1008.0,-370.0,-430.0,-75.0,0.9,0.2,1.9,R
3,183377,79486.0,12.0,-18.0,1011.0,-264.0,-445.0,-87.0,-2.5,-2.6,3.0,R
33,1781013,234421.0,-19.0,-989.0,-121.0,315.0,-208.0,-214.0,-4.9,0.4,3.3,U
29,1782247,227891.0,217.0,-156.0,973.0,-364.0,-438.0,-46.0,-0.9,0.0,2.1,R
3,2240310,291840.0,-59.0,-1003.0,-94.0,336.0,-199.0,-213.0,3.9,-3.5,0.9,D
53,432896,62411.0,-70.0,-868.0,219.0,222.0,-214.0,-379.0,-34.0,13.0,3.2,S
33,94080,20055.0,99.0,-901.0,315.0,222.0,-207.0,-369.0,14.2,33.2,-20.1,S
23,860757,112691.0,223.0,-250.0,915.0,54.0,-417.0,-4.0,-1.3,-0.5,4.6,L
46,1641365,210278.0,442.0,-162.0,887.0,-421.0,-420.0,-21.0,-1.7,0.2,-6.4,L
49,177899,30536.0,-160.0,-960.0,202.0,211.0,-186.0,-373.0,-3.0,-1.9,-0.3,S
26,1914878,244472.0,209.0,-109.0,994.0,-346.0,-448.0,-43.0,-0.2,3.2,0.0,R
46,1138272,154071.0,-61.0,-999.0,83.0,262.0,-205.0,-313.0,-2.5,-10.7,-4.7,L
51,1240272,166821.0,-19.0,-1010.0,178.0,253.0,-243.0,-355.0,3.3,-14.9,-6.0,L
35,1102003,149534.0,39.0,-995.0,99.0,273.0,-289.0,-330.0,0.0,5.6,-2.3,L
